latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,type,species,sumAtRisk,sumCases,sumDeaths
25.0641,121.4466,Asia,Taiwan (Province of China),Taiwan Sheng,Taishan District,Exact,04-01-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,93,0,0
10.1143,9.0678,Africa,Nigeria,Bauchi,Toro,Exact,04-01-2017,04-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,6800,600,600
23.72705,120.507969,Asia,Taiwan (Province of China),Taiwan Sheng,Douliu City,Exact,03-31-2017,04-11-2017,Confirmed,Influenza - Avian,Domestic, Chicken,48968,160,160
23.572736,120.212765,Asia,Taiwan (Province of China),Taiwan Sheng,Shuilin Township,Exact,03-31-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,16680,380,380
23.785295,120.50508,Asia,Taiwan (Province of China),Taiwan Sheng,Citong Township,Exact,03-31-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2295,400,400
10.1435,9.0679,Africa,Nigeria,Bauchi,Toro,Exact,03-31-2017,04-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,410,155,155
36.31604,127.14071,Asia,Republic of Korea,Chungchongnam-do,Gongju-si,Exact,03-29-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,22092,26,26
36.31604,127.14071,Asia,Republic of Korea,Chungchongnam-do,Gongju-si,Exact,03-29-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,22092,26,26
23.752833,120.218847,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,03-29-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,30861,300,300
35.16385,127.24977,Asia,Republic of Korea,Chollanam-do,Nonsan-si,Exact,03-28-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,29000,0,0
35.16385,127.24977,Asia,Republic of Korea,Chollanam-do,Nonsan-si,Exact,03-28-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,29000,0,0
52.98,8.07,Europe,Germany,Niedersachsen,Garrel,Unknown,03-28-2017,03-31-2017,Confirmed,Influenza - Avian,Domestic, Chicken,9280,5700,18
23.71707,120.69711,Asia,Taiwan (Province of China),Taiwan Sheng,Zhushan Township,Exact,03-27-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,3827,0,0
23.228272,120.239985,Asia,Taiwan (Province of China),Taiwan Sheng,Xiaying District,Exact,03-27-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,5287,0,0
23.976723,120.403918,Asia,Taiwan (Province of China),Taiwan Sheng,Erlin Township,Exact,03-27-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,21313,4324,4324
53.12,7.91,Europe,Germany,Niedersachsen,Edewecht,Unknown,03-27-2017,03-31-2017,Confirmed,Influenza - Avian,Domestic, Chicken,36,7,7
36.03558,126.946,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-26-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,17040,40,40
36.03558,126.946,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-26-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,17040,40,40
23.3912,120.51495,Asia,Taiwan (Province of China),Taiwan Sheng,Zhongpu Township,Exact,03-25-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8605,70,70
23.53621,120.24731,Asia,Taiwan (Province of China),Taiwan Sheng,Liujiao Township,Exact,03-24-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,13649,300,300
10.0899,9.053,Africa,Nigeria,Bauchi,Narabi,Exact,03-24-2017,03-29-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2415,32,32
10.1096,9.034,Africa,Nigeria,Bauchi,Narabi,Exact,03-24-2017,03-29-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2300,283,283
36.05668,126.96866,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-23-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,18000,0,0
36.05668,126.96866,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-23-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,18000,0,0
23.686515,120.279682,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,03-23-2017,04-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8349,0,0
34.469,-85.375,Americas,United States of America,Georgia,Chattooga County,Unknown,03-23-2017,04-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,18000,0,0
22.8997,120.3327,Asia,Taiwan (Province of China),Taiwan Sheng,Guanmiao District,Exact,03-23-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8879,640,640
35.720475,140.646563,Asia,Japan,Tiba,Asahi-shi,Exact,03-23-2017,03-23-2017,Confirmed,Influenza - Avian,Domestic, Chicken,68000,26,26
38.730119,141.021458,Asia,Japan,Miyagi,Kurihara-shi,Exact,03-23-2017,03-23-2017,Confirmed,Influenza - Avian,Domestic, Chicken,220000,45,45
36.04334,126.96855,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-22-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,36000,0,0
36.62037,126.98197,Asia,Republic of Korea,Chungchongnam-do,Iksan-si,Exact,03-22-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,33050,50,50
36.62037,126.98197,Asia,Republic of Korea,Chungchongnam-do,Iksan-si,Exact,03-22-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,33050,50,50
36.04334,126.96855,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-22-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,36000,0,0
23.713343,120.289186,Asia,Taiwan (Province of China),Taiwan Sheng,Baozhong Township,Exact,03-21-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,10314,600,600
23.502794,120.272764,Asia,Taiwan (Province of China),Taiwan Sheng,Liujiao Township,Exact,03-21-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1426,1310,1310
36.25984,127.09784,Asia,Republic of Korea,Chungchongnam-do,Nonsan-si,Exact,03-19-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,898100,20,20
36.25984,127.09787,Asia,Republic of Korea,Chungchongnam-do,Nonsan-si,Exact,03-19-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,898100,20,20
23.656164,120.19941,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,03-19-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,28804,440,440
10.1146,9.0822,Africa,Nigeria,Bauchi,Narabi,Exact,03-19-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,6717,1177,1177
36.06217,126.96209,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-17-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,150045,45,45
36.06217,126.96209,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-17-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,150045,45,45
52.96,8.04,Europe,Germany,Niedersachsen,Garrel,Exact,03-17-2017,03-23-2017,Confirmed,Influenza - Avian,Domestic, Chicken,5257,1300,5
22.721833,120.476556,Asia,Taiwan (Province of China),Taiwan Sheng,Jiuru Township,Exact,03-16-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,28150,5000,5000
6.03456,102.12494,Asia,Malaysia,Kelantan,Pasir Mas,Exact,03-15-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,45,6,6
6.171619,102.229993,Asia,Malaysia,Kelantan,Tumpat,Exact,03-15-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,3,1,1
9.9299,8.87507,Africa,Nigeria,Plateau,Rantya Low cost,Exact,03-15-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1000,110,110
23.618128,120.2361,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,03-15-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,44754,0,0
23.615791,120.240303,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,03-15-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7734,0,0
23.532947,120.2,Asia,Taiwan (Province of China),Taiwan Sheng,Kouhu Township,Exact,03-15-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,16661,0,0
5.5424,102.165,Asia,Malaysia,Kelantan,Pasir Puteh,Exact,03-14-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7,7,7
6.015501,102.202949,Asia,Malaysia,Kelantan,Kota Bharu,Exact,03-14-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,70,33,23
9.97818,8.81678,Africa,Nigeria,Plateau,Jos,Exact,03-14-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2864,191,191
23.758606,120.232778,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,03-14-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,13368,16,16
23.68599,120.27872,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,03-14-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,9629,60,60
22.95508,120.51639,Asia,Taiwan (Province of China),Taiwan Sheng,Qishan District,Exact,03-13-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,4457,0,0
6.1146,102.1578,Asia,Malaysia,Kelantan,Pasir Mas,Exact,03-12-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7,7,7
6.1146,102.1578,Asia,Malaysia,Kelantan,Pasir Mas,Exact,03-12-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,11,11,11
6.1146,102.1578,Asia,Malaysia,Kelantan,Pasir Mas,Exact,03-12-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,30,25,25
23.62806,120.51139,Asia,Taiwan (Province of China),Taiwan Sheng,Gukeng Township,Exact,03-12-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,33296,40,40
23.75191,120.22028,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,03-12-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,15147,380,380
6.088533,102.223133,Asia,Malaysia,Kelantan,Kota Bharu,Exact,03-11-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,10,5,3
9.58157,8.20821,Africa,Nigeria,Kaduna,Gada Biu,Exact,03-11-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1445,14,14
6.038606,102.241539,Asia,Malaysia,Kelantan,Kota Bharu,Exact,03-09-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,25,17,17
23.935568,120.333452,Asia,Taiwan (Province of China),Taiwan Sheng,Fangyuan Township,Exact,03-09-2017,03-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1277,0,0
6.05289,102.2158,Asia,Malaysia,Kelantan,Kota Bharu,Exact,03-08-2017,03-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7,2,2
36.09049,127.00632,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-06-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,55005,5,5
36.09049,127.00632,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-06-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,55005,5,5
22.876936,120.295828,Asia,Taiwan (Province of China),Taiwan Sheng,Luzhu District,Exact,03-06-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,11522,3180,3180
35.187,-87.025,Americas,United States of America,Tennessee,Giles County,Exact,03-06-2017,03-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,16500,0,0
36.100538,127.012238,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-05-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,44000,0,0
36.100538,127.012238,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,03-05-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,44000,0,0
5.4845,10.5903,Africa,Cameroon,Ouest,Mangoum,Exact,03-05-2017,03-31-2017,Confirmed,Influenza - Avian,Domestic, Chicken,6320,1487,1487
23.738237,120.218784,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,03-04-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,21500,2197,2197
23.684036,120.191424,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,03-04-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,45000,6288,6288
37.703962,126.853195,Asia,Republic of Korea,Kyonggi-do,Goyang-si,Exact,03-03-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2145,220,220
23.7536,120.21897,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,03-03-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,5200,544,544
35.44335,126.58847,Asia,Republic of Korea,Chollabuk-do,Gochang-gun,Exact,03-02-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,83067,67,67
35.44335,126.58847,Asia,Republic of Korea,Chollabuk-do,Gochang-gun,Exact,03-02-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,83067,67,67
23.73051,120.237271,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,03-02-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,16000,59,59
23.78528,120.23528,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,03-02-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,12000,1213,1213
23.6123,120.192825,Asia,Taiwan (Province of China),Taiwan Sheng,Kouhu Township,Exact,02-28-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,30000,4652,4652
6.060826,102.242973,Asia,Malaysia,Kelantan,Kg.Pulau Tebu,Unknown,02-28-2017,03-08-2017,Confirmed,Influenza - Avian,Domestic, Chicken,26,16,15
56.354465,38.207777,Europe,Russian Federation,Moskovskaya Oblast,Smena,Unknown,02-28-2017,03-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,218521,12796,12796
9.99188,8.82948,Africa,Nigeria,Plateau,Zaria rd,Exact,02-28-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1550,25,25
36.10647,127.01165,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,02-27-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,65000,0,0
36.10647,127.01165,Asia,Republic of Korea,Chollabuk-do,Iksan-si,Exact,02-27-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,65000,0,0
23.597722,120.244402,Asia,Taiwan (Province of China),Taiwan Sheng,Shuilin Township,Exact,02-27-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,19000,2122,2122
23.742488,120.237438,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-27-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,5111,0,0
22.90019,120.3385,Asia,Taiwan (Province of China),Taiwan Sheng,Guanmiao District,Exact,02-27-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,22000,1915,1915
23.738386,120.216324,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-26-2017,03-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,32000,2446,2446
23.236534,120.282562,Asia,Taiwan (Province of China),Taiwan Sheng,Xiaying District,Exact,02-25-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,19400,3100,3100
23.754997,120.23065,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-24-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,15000,4354,4354
9.959026,8.871192,Africa,Nigeria,Plateau,Farin Gada,Exact,02-24-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,400,50,50
23.34632,120.30405,Asia,Taiwan (Province of China),Taiwan Sheng,Houbi District,Exact,02-23-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,26600,2014,2014
9.84504,8.87562,Africa,Nigeria,Plateau,Bukuru Low cost,Exact,02-23-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2930,62,62
9.84502,8.8756,Africa,Nigeria,Plateau,Zarmagandan,Exact,02-23-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1010,75,75
9.82167,8.85207,Africa,Nigeria,Plateau,Zarmagandan,Exact,02-23-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,3962,25,25
8.9641,8.2782,Africa,Nigeria,Nassarawa,Akwanga,Exact,02-23-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,3200,9,9
50.6442,15.9889,Europe,Czech Republic,Vychodocesky,Bernartice,Exact,02-23-2017,02-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8,5,5
50.6397,15.9866,Europe,Czech Republic,Vychodocesky,Bernartice,Exact,02-23-2017,02-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,20,6,6
50.6442,15.9889,Europe,Czech Republic,Vychodocesky,Bernartice,Exact,02-23-2017,02-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8,5,5
36.489215,126.745355,Asia,Republic of Korea,Chungchongnam-do,Cheongyang-gun,Exact,02-22-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,81150,150,150
36.489215,126.745355,Asia,Republic of Korea,Chungchongnam-do,Cheongyang-gun,Exact,02-22-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,81150,150,150
23.638006,120.200783,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,02-22-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7690,1301,1301
23.731083,120.237466,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-22-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,6650,1232,1232
23.7611,120.22778,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,02-22-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,9770,1954,1954
49.0892,15.403,Europe,Czech Republic,Jihocesky,Dacice,Exact,02-22-2017,02-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,17,6,6
49.8439,13.4375,Europe,Czech Republic,Zapadocesky,Bohy,Exact,02-22-2017,02-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,20,7,7
49.0892,15.403,Europe,Czech Republic,Jihocesky,Dacice,Exact,02-22-2017,02-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,17,6,6
49.8439,13.4375,Europe,Czech Republic,Zapadocesky,Bohy,Exact,02-22-2017,02-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,20,7,7
23.75013,120.23032,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-21-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,16600,1499,1499
23.65319,120.17795,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,02-21-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,21,4,4
23.78466,120.24429,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,02-21-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,9500,383,383
23.76601,120.24216,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,02-21-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8500,2460,2460
43.658751,-0.806722,Europe,France,Aquitaine,Donzacq,Exact,02-21-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8400,0,0
23.7362,120.21845,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-20-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,18900,3314,3314
43.351665,-0.630659,Europe,France,Aquitaine,LAHOURCADE,Exact,02-20-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8800,0,0
23.735578,120.241605,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-19-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,14000,1554,1554
43.712704,-0.788013,Europe,France,Aquitaine,LAHOSSE,Exact,02-18-2017,03-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,21460,0,0
23.598569,120.228144,Asia,Taiwan (Province of China),Taiwan Sheng,Shuilin Township,Exact,02-17-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,31000,2531,2531
23.76209,120.468642,Asia,Taiwan (Province of China),Taiwan Sheng,Xiluo Township,Unknown,02-17-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,35000,9510,9510
23.89725,120.323417,Asia,Taiwan (Province of China),Taiwan Sheng,Fangyuan Township,Unknown,02-17-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,22700,4276,4276
23.6777,120.266,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,02-17-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,16000,730,730
23.2413,120.283,Asia,Taiwan (Province of China),Taiwan Sheng,Xiaying District,Exact,02-16-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,9000,1218,1218
25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Unknown,02-15-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2450,0,0
23.2318,120.208,Asia,Taiwan (Province of China),Taiwan Sheng,Shuilin Township,Exact,02-15-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,23500,0,0
9.8101,8.9077,Africa,Nigeria,Plateau,Jos,Exact,02-15-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2500,66,66
23.11669,120.3297,Asia,Taiwan (Province of China),Taiwan Sheng,Shanhua District,Unknown,02-14-2017,03-07-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7885,0,0
51.77,8.45,Europe,Germany,Nordrhein-Westfalen,DelbrÃƒÂ¼ck,Unknown,02-14-2017,02-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,107558,245,245
9.9203,8.7342,Africa,Nigeria,Plateau,State Low cost,Exact,02-14-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1200,51,51
9.8717,8.7293,Africa,Nigeria,Plateau,Bassa,Exact,02-14-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1500,10,10
23.4383,120.239,Asia,Taiwan (Province of China),Taiwan Sheng,Puzi City,Exact,02-13-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1000,173,173
23.6844,120.25,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,02-13-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,402,402,402
48.317415,16.940653,Europe,Slovakia,Bratislava,Vysoka pri Morave,Unknown,02-13-2017,02-17-2017,Confirmed,Influenza - Avian,Domestic, Chicken,46,28,28
8.8295,9.99181,Africa,Nigeria,Plateau,Jos,Exact,02-13-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7380,14,14
9.8961,8.8162,Africa,Nigeria,Plateau,Jos,Exact,02-12-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,22524,89,89
9.8675,8.816,Africa,Nigeria,Plateau,Jos,Exact,02-11-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,3579,70,70
23.742,120.241,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-10-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7125,3142,3142
6.7396,6.0966,Africa,Nigeria,Edo,Esan,Exact,02-10-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8100,10,10
37.858883,126.994915,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,02-09-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,17140,70,70
10.7777,7.7939,Africa,Nigeria,Kaduna,Igabi,Exact,02-08-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,12000,2000,2000
35.888219,126.90173,Asia,Republic of Korea,Chollabuk-do,Gimje-si,Exact,02-06-2017,05-12-2017,Confirmed,Influenza - Avian,Domestic, Chicken,110050,50,50
35.888219,126.90173,Asia,Republic of Korea,Chollabuk-do,Gimje-si,Exact,02-06-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,110050,50,50
33.2206,130.157497,Asia,Japan,Saga,Kouhoku-machi,Exact,02-04-2017,02-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,70783,40,40
49.8578,18.5399,Europe,Czech Republic,Severomoravsky,OrlovÃƒÂ¡,Unknown,02-04-2017,02-08-2017,Confirmed,Influenza - Avian,Domestic, Chicken,50,5,5
50.044,14.1305,Europe,Czech Republic,Praha,HlÃƒÂ¡snÃƒÂ¡ TrebÃƒÂ¡n,Unknown,02-04-2017,02-08-2017,Confirmed,Influenza - Avian,Domestic, Chicken,35,5,5
23.7615,120.245,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,02-03-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,22734,720,720
23.7479,120.229,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,02-02-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,9250,1790,1790
53.42,10.67,Europe,Germany,Mecklenburg-Vorpommern,Schwanheide,Exact,01-30-2017,02-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,106306,615,615
50.33,11.64,Europe,Germany,Bayern,Bad Steben,Exact,01-28-2017,02-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,22,14,14
8.896389,7.243056,Africa,Nigeria,Abuja,Kuje,Exact,01-28-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,130000,265,265
49.8422,18.2815,Europe,Czech Republic,Severomoravsky,Ostrava - Svinov,Exact,01-28-2017,02-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,20,3,3
43.5867,-0.507778,Europe,France,Aquitaine,Mant,Exact,01-27-2017,02-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,27750,0,0
49.38778,19.38658,Europe,Slovakia,Zilna,Breza,Unknown,01-26-2017,02-05-2017,Confirmed,Influenza - Avian,Domestic, Chicken,44,3,2
43.5031,-0.066389,Europe,France,Aquitaine,Monpezat,Exact,01-26-2017,02-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,4400,0,0
36.58872,52.46211,Asia,Iran  (Islamic Republic of),Mazandaran,Baran jooje Farm,Exact,01-25-2017,02-13-2017,Confirmed,Influenza - Avian,Domestic, Chicken,29503,6000,83
44.964074,12.282057,Europe,Italy,Veneto,Porto Viro,Unknown,01-25-2017,01-26-2017,Confirmed,Influenza - Avian,Domestic, Chicken,37000,280,280
38.017377,127.332515,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,01-24-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,106602,99,99
