latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,type,species,sumAtRisk,sumCases,sumDeaths
38.017377,127.332515,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,01-24-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,11990,11840,11840
37.911512,127.274172,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,01-24-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,14610,0,0
46.9941,20.3783,Europe,Hungary,Jasz-nagykun-szolnok,MezohÃƒÂ©k,Exact,01-24-2017,02-24-2017,Confirmed,Influenza - Avian,Domestic, Chicken,120000,280,200
43.6292,-0.286944,Europe,France,Aquitaine,LATRILLE,Exact,01-24-2017,02-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1000,0,0
43.576944,-0.376667,Europe,France,Aquitaine,PIMBO,Exact,01-24-2017,02-03-2017,Confirmed,Influenza - Avian,Domestic, Chicken,17500,0,0
9.8631,8.8639,Africa,Nigeria,Plateau,Kufang,Exact,01-24-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,903,18,18
32.163975,131.473573,Asia,Japan,Miyazaki,Kijo-cho,Unknown,01-24-2017,01-25-2017,Confirmed,Influenza - Avian,Domestic, Chicken,168400,150,150
9.916667,8.9,Africa,Nigeria,Plateau,Jos north,Exact,01-23-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,4000,27,27
9.916667,8.9,Africa,Nigeria,Plateau,Jos north,Exact,01-23-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,230,2,2
36.5248,59.2155,Asia,Iran  (Islamic Republic of),Khorasan,Toos Farm,Exact,01-22-2017,02-13-2017,Confirmed,Influenza - Avian,Domestic, Chicken,58700,3250,1000
23.652518,120.255147,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,01-22-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1500,371,371
37.176473,126.770525,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,01-21-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,30157,203,203
9.4319,105.5116,Asia,Viet Nam,Bac Lieu,Vinh Phu A,Exact,01-21-2017,01-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2785,700,400
37.168991,126.870612,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,01-20-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,29845,10,10
37.12799,49.30906,Asia,Iran  (Islamic Republic of),Gilan,Supertoyure Farm,Exact,01-20-2017,02-13-2017,Confirmed,Influenza - Avian,Domestic, Chicken,73242,20100,13000
9.9306,8.7146,Africa,Nigeria,Plateau,Kufang,Exact,01-20-2017,01-30-2017,Confirmed,Influenza - Avian,Domestic, Chicken,1500,60,60
43.3547,0.3181,Europe,France,Midi-Pyrenees,BERNADETS DEBAT,Exact,01-20-2017,01-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8800,0,0
9.9346,8.7439,Africa,Nigeria,Plateau,Kufang,Exact,01-18-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,2500,350,20
47.8139,17.4933,Europe,Hungary,Gyor-moson-sopron,Ãƒï¿½svÃƒÂ¡nyrÃƒÂ¡rÃƒÂ³,Exact,01-17-2017,02-24-2017,Confirmed,Influenza - Avian,Domestic, Chicken,28999,6000,5900
43.595833,-0.325833,Europe,France,Aquitaine,MIRAMONT SENSACQ,Exact,01-17-2017,01-27-2017,Confirmed,Influenza - Avian,Domestic, Chicken,11200,0,0
43.576944,-0.376667,Europe,France,Aquitaine,PIMBO,Unknown,01-17-2017,01-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,19200,0,0
23.71407,120.29334,Asia,Taiwan (Province of China),Taiwan Sheng,Baozhong Township,Exact,01-16-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,10000,9000,9000
37.032359,127.290132,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,01-14-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,108687,80,80
23.780886,120.307984,Asia,Taiwan (Province of China),Taiwan Sheng,Lunbei Township,Exact,01-14-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,19000,8271,8271
35.506132,136.781345,Asia,Japan,Gifu,Yamagata-shi,Exact,01-14-2017,01-16-2017,Confirmed,Influenza - Avian,Domestic, Chicken,78184,100,100
43.6397,-0.485556,Europe,France,Aquitaine,Samadet,Unknown,01-14-2017,01-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,4200,25,25
23.7272,120.244,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,01-13-2017,03-01-2017,Confirmed,Influenza - Avian,Domestic, Chicken,20000,697,697
43.3347,0.2881,Europe,France,Midi-Pyrenees,ANTIN,Unknown,01-13-2017,01-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,12500,0,0
43.6747,-0.355,Europe,France,Aquitaine,BAHUS SOUBIRAN,Unknown,01-13-2017,01-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,6000,100,100
43.4297,0.4706,Europe,France,Midi-Pyrenees,SAINT ELIX THEUX,Unknown,01-13-2017,01-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,12000,0,0
37.891459,127.007609,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,01-12-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,9287,227,227
38.138739,127.066735,Asia,Republic of Korea,Kyonggi-do,Yeonchun-gun,Exact,01-12-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8670,30,30
24.8106,121.79,Asia,Taiwan (Province of China),Taiwan Sheng,Jiaoxi Township,Exact,01-12-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,3815,0,0
43.6397,-0.485556,Europe,France,Aquitaine,Samadet,Unknown,01-12-2017,01-20-2017,Confirmed,Influenza - Avian,Domestic, Chicken,5720,69,69
23.757828,120.247036,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,01-11-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,24000,7368,7368
36.916453,127.049128,Asia,Republic of Korea,Kyonggi-do,Asan-si,Exact,01-10-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,100013,13,13
49.062168,21.41713,Europe,Slovakia,Presov,Chmelov (Podhrabina),Exact,01-10-2017,01-19-2017,Confirmed,Influenza - Avian,Domestic, Chicken,25,14,14
37.12087,127.416486,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,01-09-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,144,30,30
36.964371,127.238262,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,01-09-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,99491,3887,3887
23.639212,120.302376,Asia,Taiwan (Province of China),Taiwan Sheng,Yuanchang Township,Exact,01-09-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,20000,3199,3199
32.465471,34.997862,Asia,Israel,Haifa,GAN HASHOMERON,Unknown,01-09-2017,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,27250,0,0
37.015449,127.194017,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,01-08-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,137190,12,12
43.2628,46.2498,Europe,Russian Federation,Chechnya Rep.,Ojskhara,Unknown,01-08-2017,01-26-2017,Confirmed,Influenza - Avian,Domestic, Chicken,80,79,79
32.444694,34.975578,Asia,Israel,Haifa,TALME EL''AZAR,Unknown,01-08-2017,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,8296,0,0
37.855699,126.9792,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,01-07-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,12948,1118,1118
36.917203,127.069393,Asia,Republic of Korea,Kyonggi-do,Asan-si,Exact,01-07-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,121530,830,830
13.48,2.14,Africa,Niger,Niamey,Niamey,Exact,01-07-2017,02-21-2017,Confirmed,Influenza - Avian,Domestic, Chicken,33537,4893,2993
37.502668,127.069393,Asia,Republic of Korea,Seoul,Hoengsung-gun,Exact,01-06-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,13,12,12
23.75389,120.22056,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,01-06-2017,02-06-2017,Confirmed,Influenza - Avian,Domestic, Chicken,500,467,467
33.085025,35.312372,Asia,Israel,Northern,SHETULA,Unknown,01-06-2017,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,4056,0,0
36.725066,127.127054,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,01-05-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,50085,85,85
37.843168,127.001693,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,01-05-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,24101,200,200
23.764721,120.249298,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Unknown,01-05-2017,01-09-2017,Confirmed,Influenza - Avian,Domestic, Chicken,3738,1066,1066
37.164385,126.853916,Asia,Republic of Korea,Kyonggi-do,Hwasung-si,Exact,01-03-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,62350,1100,1100
38.006988,128.345699,Asia,Republic of Korea,Kang-won-do,Inje-si,Exact,01-03-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,28407,7,7
51.89,11.72,Europe,Germany,Sachsen-Anhalt,StaÃƒÅ¸furt,Unknown,01-03-2017,01-09-2017,Confirmed,Influenza - Avian,Domestic, Chicken,33330,70,70
33.032723,35.321941,Asia,Israel,Northern,ELQOSH,Unknown,01-03-2017,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,2456,0,0
36.789874,126.409711,Asia,Republic of Korea,Chungchongnam-do,Seosan-si,Exact,01-02-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,20,10,10
37.172413,126.855175,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,01-01-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,300451,1830,1830
37.172413,126.855175,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,01-01-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,285082,50318,50318
37.044239,127.213639,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,01-01-2017,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,376570,130,130
23.661431,120.504471,Asia,Taiwan (Province of China),Taiwan Sheng,Dounan Township,Unknown,01-01-2017,01-09-2017,Confirmed,Influenza - Avian,Domestic, Chicken,24121,258,258
36.88054,127.238209,Asia,Republic of Korea,Kyonggi-do,Cheonan-si,Exact,12-31-2016,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,212395,144,144
31.327781,34.558087,Asia,Israel,Southern District,PATTISH,Unknown,12-31-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,90000,0,0
36.999478,127.293885,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,12-30-2016,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,39300,24,24
33.052265,35.499688,Asia,Israel,Northern,ALMA,Unknown,12-30-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,3400,0,0
43.629733,-0.261588,Europe,France,Midi-Pyrenees,Segos,Exact,12-30-2016,01-09-2017,Confirmed,Influenza - Avian,Domestic, Chicken,11,0,0
36.905543,127.121763,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-28-2016,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,25690,70,70
37.016137,127.166551,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,12-28-2016,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,42039,505,505
35.673868,126.810983,Asia,Republic of Korea,Chollabuk-do,Jeongeup-si,Exact,12-27-2016,04-14-2017,Confirmed,Influenza - Avian,Domestic, Chicken,15719,19,19
33.052265,35.499688,Asia,Israel,Northern,ALMA,Unknown,12-27-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,5300,0,0
25.0641,121.4466,Asia,Taiwan (Province of China),Taiwan Sheng,Taishan District,Unknown,12-27-2016,01-09-2017,Confirmed,Influenza - Avian,Domestic, Chicken,388,52,52
33.056217,35.235249,Asia,Israel,Northern,GOREN,Unknown,12-26-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,2208,0,0
33.214437,35.544207,Asia,Israel,Northern,MARGALIYYOT,Unknown,12-26-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,3664,0,0
33.085025,35.312372,Asia,Israel,Northern,SHETULA,Unknown,12-26-2016,01-18-2017,Confirmed,Newcastle Disease,Domestic, Chicken,2456,0,0
46.241202,-0.414279,Europe,France,Poitou-Charentes,FORS,Exact,12-26-2016,01-09-2017,Confirmed,Influenza - Avian,Domestic, Chicken,21,6,5
43.7258,-0.321667,Europe,France,Aquitaine,Duhort Bachen,Exact,12-26-2016,12-30-2016,Confirmed,Influenza - Avian,Domestic, Chicken,15,0,0
33.061622,130.541079,Asia,Japan,Kumamoto,Nankan-machi,Centroid Locality,12-26-2016,01-10-2017,Confirmed,Influenza - Avian,Domestic, Chicken,91856,50,50
36.991976,126.875214,Asia,Republic of Korea,Kyonggi-do,Pyeongtaek-si,Exact,12-25-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,27805,25,25
51.76,9.95,Europe,Germany,Niedersachsen,Northeim,Exact,12-25-2016,12-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,26,10,10
52.12,4.539,Europe,Netherlands,Zuid-holland,Zoeterwoude,Exact,12-24-2016,12-28-2016,Confirmed,Influenza - Avian,Domestic, Chicken,27000,869,869
48.190734,17.024449,Europe,Slovakia,Bratislava,Bratislava,Exact,12-24-2016,12-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,65,65,64
43.7889,-0.065833,Europe,France,Midi-Pyrenees,Caupenne d'Armagnac,Exact,12-22-2016,12-30-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9500,0,0
51.968,4.756,Europe,Netherlands,Zuid-holland,Stolwijk,Exact,12-21-2016,12-28-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6594,39,39
25.0307,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Unknown,12-21-2016,01-09-2017,Confirmed,Influenza - Avian,Domestic, Chicken,74,0,0
51.864,5.544,Europe,Netherlands,Gelderland,Boven Leeuwen,Exact,12-19-2016,12-28-2016,Confirmed,Influenza - Avian,Domestic, Chicken,48082,240,240
32.19197,131.525822,Asia,Japan,Miyazaki,Kawaminami-cho,Exact,12-19-2016,12-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,122000,100,100
38.136227,127.25592,Asia,Republic of Korea,Kang-won-do,Pocheon-si,Exact,12-17-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,37975,34,34
22.6326,120.362944,Asia,Taiwan (Province of China),Taiwan Sheng,Fengshan District,Unknown,12-17-2016,01-09-2017,Confirmed,Influenza - Avian,Domestic, Chicken,240,1,1
53.3486,5.9717,Europe,Netherlands,Friesland,Hiaure,Exact,12-17-2016,12-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,28491,10,10
38.054155,127.271483,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-16-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,11001,12,12
38.054155,127.271483,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-16-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,43295,70,70
37.147391,127.60488,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-16-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,25536,30,30
36.995361,127.198552,Asia,Republic of Korea,Kyonggi-do,Anseong-si,Exact,12-16-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,29642,34,34
37.047336,126.770966,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,12-16-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,45013,92,92
36.722252,127.1825,Asia,Republic of Korea,Chungchongnam-do,Sojeong-myeon,Exact,12-16-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,213020,20,20
36.722252,127.1825,Asia,Republic of Korea,Chungchongnam-do,Sojeong-myeon,Exact,12-16-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,104020,20,20
36.806072,126.899825,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,12-16-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,50074,74,74
43.01135,142.884491,Asia,Japan,Hokkaidoo,Shimizu-cho,Exact,12-16-2016,12-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,283982,30,30
36.793352,127.354588,Asia,Republic of Korea,Chungchongbuk-do,Cheonan-si,Exact,12-15-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,116070,130,130
36.714172,127.241108,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-15-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,44997,300,300
35.254744,129.224269,Asia,Republic of Korea,Kyongsangnam-do,Gijang-gun,Exact,12-15-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,11,4,4
36.708033,127.197941,Asia,Republic of Korea,Chungchongnam-do,Sojeong-myeon,Exact,12-15-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,318170,170,170
37.288191,127.537211,Asia,Republic of Korea,Kyonggi-do,Yeoju-si,Exact,12-15-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,46058,100,100
37.091888,127.516219,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-15-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,47220,160,160
37.046611,126.925455,Asia,Republic of Korea,Kyonggi-do,Pyeongtaek-si,Exact,12-15-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,25111,96,96
35.59218,126.77128,Asia,Republic of Korea,Chollabuk-do,Jeongeup-si,Exact,12-15-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,8015,15,15
46.933207,19.526557,Europe,Hungary,Bacs-kiskun,KerekegyhÃƒÂ¡za,Unknown,12-15-2016,12-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,156000,0,0
46.597944,19.465916,Europe,Hungary,Bacs-kiskun,BÃƒÂ³csa,Unknown,12-15-2016,12-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,167000,0,0
37.085572,127.513044,Asia,Republic of Korea,Kyonggi-do,Anseong-si,Exact,12-14-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,293350,400,400
37.075716,127.564927,Asia,Republic of Korea,Chungchongbuk-do,Icheon-si,Exact,12-14-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,71370,100,100
37.133116,127.545466,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-14-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,28200,300,300
36.697972,127.155522,Asia,Republic of Korea,Chungchongnam-do,Jeonui-myeon,Exact,12-14-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,150020,20,20
37.040455,127.533669,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,12-14-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,122888,100,100
36.721788,127.144547,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-14-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,90000,0,0
36.730897,127.138072,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-14-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,41500,40,40
36.824622,126.979661,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,24612,12,12
36.96248,127.109902,Asia,Republic of Korea,Kyonggi-do,Cheonan-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,559439,80,80
37.031863,127.517291,Asia,Republic of Korea,Kyonggi-do,Eumseong-gun,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,14020,20,20
36.722183,127.182966,Asia,Republic of Korea,Chungchongnam-do,Sojeong-myeon,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,110060,60,60
38.055644,127.276955,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,36340,75,75
37.199905,127.603038,Asia,Republic of Korea,Kyonggi-do,Yeoju-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,409394,590,590
37.199905,127.603038,Asia,Republic of Korea,Kyonggi-do,Yeoju-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,418311,1000,1000
37.088235,127.375861,Asia,Republic of Korea,Kyonggi-do,Anseong-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,43470,170,170
37.106375,127.379713,Asia,Republic of Korea,Kyonggi-do,Yongin-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,235469,10,10
37.108388,127.378908,Asia,Republic of Korea,Kyonggi-do,Yongin-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,108132,15,15
37.106375,127.379713,Asia,Republic of Korea,Kyonggi-do,Yongin-si,Exact,12-13-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,205638,6,6
37.662777,126.598425,Asia,Republic of Korea,Kyonggi-do,Gimpo-si,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,35,6,6
37.067263,127.586794,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,7080,80,80
36.588122,127.32408,Asia,Republic of Korea,Chungchongbuk-do,Cheongju-si,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,217,21,21
36.720958,127.191125,Asia,Republic of Korea,Chungchongnam-do,Sojeong myeon,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,31000,100,100
36.730966,127.169144,Asia,Republic of Korea,Chungchongnam-do,Sojeong-myeon,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,25015,15,15
36.557972,127.310147,Asia,Republic of Korea,Chungchongbuk-do,Yeongdong-myeon,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,400126,126,126
36.69048,127.173888,Asia,Republic of Korea,Chungchongnam-do,Jeonui-myeon,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,150200,200,200
36.906294,127.44408,Asia,Republic of Korea,Chungchongbuk-do,Jincheon-gun,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,99485,400,400
36.728121,127.146605,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,68444,40,40
36.949984,127.159182,Asia,Republic of Korea,Kyonggi-do,Cheonan-si,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,105046,60,60
36.738393,127.176814,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-12-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,33327,13,13
53.0219,5.5675,Europe,Netherlands,Friesland,Abbega,Exact,12-12-2016,12-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,59439,500,500
36.810583,127.321866,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,12-11-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,37912,36,36
38.046772,127.260722,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-11-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,45886,10,10
37.100344,127.488755,Asia,Republic of Korea,Kyonggi-do,Anseong-si,Exact,12-11-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,399065,61,61
38.014241,127.190383,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-11-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,331702,15,15
37.095002,127.006747,Asia,Republic of Korea,Kyonggi-do,Pyeongtaek-si,Exact,12-11-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,121665,4,4
37.235055,127.478991,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-11-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,53248,27,27
38.047443,127.262568,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-10-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,48840,33,33
38.047443,127.262568,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,12-10-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,29595,200,200
37.135902,127.578125,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-10-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,17300,200,200
36.774177,127.099713,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,12-10-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,812,12,12
36.580869,127.374027,Asia,Republic of Korea,Chungchongbuk-do,Cheongju-si,Exact,12-10-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,35965,100,100
36.909245,127.670669,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,12-09-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,89784,20,20
38.125061,127.290908,Asia,Republic of Korea,Kyonggi-do,Cheolwon-gun,Exact,12-09-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,15790,15,15
37.123955,127.608855,Asia,Republic of Korea,Chungchongbuk-do,Icheon-si,Exact,12-09-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,24989,20,20
37.165433,127.401205,Asia,Republic of Korea,Kyonggi-do,Yongin-si,Exact,12-09-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,193215,20,20
37.103569,126.956016,Asia,Republic of Korea,Kyonggi-do,Hwaseong-si,Exact,12-08-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,423950,113,113
37.073983,127.528058,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,12-08-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,75690,218,218
36.789341,126.930994,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,12-08-2016,05-04-2017,Confirmed,Influenza - Avian,Domestic, Chicken,60009,20,9
